"strain_id","strain_code","tip_label","tiplab","species","origin","environment","species.sp","slope_logchroma_per_mM","intercept_logchroma","r2","l10med_fixed","partial_slope_sd_cu","pace_loglog"
198,"DBVPG_4920","Rhodotorula_mucilaginosa_DBVPG_4920.proteins","Rhodotorula_mucilaginosa_DBVPG_4920","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.021482660867365,2.81951274735867,0.759658301191952,4.53353089062448,0.0358277721080189,1.05684712183041
199,"TFCN_17-332M-2","Rhodotorula_mucilaginosa_TFCN_17-332M-2.proteins","Rhodotorula_mucilaginosa_TFCN_17-332M-2","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0157536880474355,2.58581508215983,0.7382098635949,4.58289875623392,-0.00155339500007114,0.613923286136074
200,"TFCN_209-6-14","Rhodotorula_mucilaginosa_TFCN_209-6-14.proteins","Rhodotorula_mucilaginosa_TFCN_209-6-14","Rhodotorula mucilaginosa","China","","Rhodotorula mucilaginosa",-0.0102272763587629,2.47758783465938,0.445299488499952,4.57322968658381,0.00218684712962626,0.335941505510739
201,"DBVPG_3044","Rhodotorula_mucilaginosa_DBVPG_3044.proteins","Rhodotorula_mucilaginosa_DBVPG_3044","Rhodotorula mucilaginosa","Italy","unknown","Rhodotorula mucilaginosa",-0.00641451447203702,2.1839701177361,0.080502277385759,3.40964734173149,-0.00448606437494592,0.287256038025172
202,"DBVPG_3382","Rhodotorula_mucilaginosa_DBVPG_3382.proteins","Rhodotorula_mucilaginosa_DBVPG_3382","Rhodotorula mucilaginosa","Italy","plant","Rhodotorula mucilaginosa",-0.0089925886626941,2.66841517058017,0.488814429273766,4.59955191906888,0.000570433264545907,0.561834650226431
203,"DBVPG_3770","Rhodotorula_dairenensis_DBVPG_3770.proteins","Rhodotorula_dairenensis_DBVPG_3770","Rhodotorula dairenensis","Italy","soil","Rhodotorula dairenensis",-0.0197591355931617,2.82138576968797,0.526586175727154,4.62784120419593,-0.000744018322493687,0.618601761692485
204,"DBVPG_3854","Rhodotorula_mucilaginosa_DBVPG_3854.proteins","Rhodotorula_mucilaginosa_DBVPG_3854","Rhodotorula mucilaginosa","Italy","plant","Rhodotorula mucilaginosa",-0.00925372556257449,2.21194987242299,0.0889362536530607,4.40046075898285,-0.0292848892453798,0.434774385173285
205,"DBVPG_4202","Rhodotorula_mucilaginosa_DBVPG_4202.proteins","Rhodotorula_mucilaginosa_DBVPG_4202","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.00796896687029907,2.25488184795166,0.038579245906845,4.41577007106375,0.0701902551717039,0.407578181618759
206,"DBVPG_4466","Rhodotorula_mucilaginosa_DBVPG_4466.proteins","Rhodotorula_mucilaginosa_DBVPG_4466","Rhodotorula mucilaginosa","Italy","plant","Rhodotorula mucilaginosa",-0.0210084495580412,2.6610118509162,0.585861436620549,4.52753482626799,0.00270510566758566,0.452266621840234
207,"DBVPG_4945","Rhodotorula_mucilaginosa_DBVPG_4945.proteins","Rhodotorula_mucilaginosa_DBVPG_4945","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.0204515579038811,2.63645502353143,0.898529720398633,4.62322170031298,0.000610631906642806,0.406564911120063
208,"TFCN_25-332M-1","Rhodotorula_mucilaginosa_TFCN_25-332M-1.proteins","Rhodotorula_mucilaginosa_TFCN_25-332M-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0121137443751283,2.522961281984,0.429474751598902,4.52703884355306,0.000284983745135006,0.597826889545066
209,"TFCN_17-332C-1","Rhodotorula_mucilaginosa_TFCN_17-332C-1.proteins","Rhodotorula_mucilaginosa_TFCN_17-332C-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0234007486202054,2.60587898258599,0.772191609430715,4.55253843945322,-0.00056843997289739,0.718388755228279
210,"DBVPG_3045","Rhodotorula_mucilaginosa_DBVPG_3045.proteins","Rhodotorula_mucilaginosa_DBVPG_3045","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.00429239325545418,2.20379425735032,0.0436858702578597,4.30938082246513,-0.0006995969192825,1.20586090752743
211,"DBVPG_3383","Rhodotorula_mucilaginosa_DBVPG_3383.proteins","Rhodotorula_mucilaginosa_DBVPG_3383","Rhodotorula mucilaginosa","Italy","plant","Rhodotorula mucilaginosa",-0.0143449720757322,2.80255258836774,0.524255204424327,4.57319512815827,0.000952811387685827,0.519568152449366
212,"DBVPG_3771","Rhodotorula_dairenensis_DBVPG_3771.proteins","Rhodotorula_dairenensis_DBVPG_3771","Rhodotorula dairenensis","Italy","soil",NA,NA,NA,NA,NA,NA,NA
213,"DBVPG_3855","Rhodotorula_mucilaginosa_DBVPG_3855.proteins","Rhodotorula_mucilaginosa_DBVPG_3855","Rhodotorula mucilaginosa","Italy","plant","Rhodotorula mucilaginosa",-0.0219969080959455,2.33732694528094,0.460287876029048,4.24439796519509,0.035842040497088,0.422232970816802
214,"DBVPG_4203","Rhodotorula_mucilaginosa_DBVPG_4203.proteins","Rhodotorula_mucilaginosa_DBVPG_4203","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0119391955059739,2.52229176898801,0.682767685790113,4.52968712132074,0.000415651333383847,0.565055928029868
215,"DBVPG_4530","Rhodotorula_taiwanensis_DBVPG_4530.proteins","Rhodotorula_taiwanensis_DBVPG_4530","Rhodotorula taiwanensis","Italy","plant","Rhodotorula taiwanensis",-0.0489989470776286,2.7134457544825,0.417982644698418,3.48594011021123,0.00716275991411328,0.444099392985317
216,"DBVPG_4946","Rhodotorula_mucilaginosa_DBVPG_4946.proteins","Rhodotorula_mucilaginosa_DBVPG_4946","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.0187323085465817,2.65346530599339,0.688831239270976,4.63115649909946,-0.00416022619810933,0.754558754573725
217,"TFCN_25-0-2E333-1","Rhodotorula_mucilaginosa_TFCN_25-0-2E333-1.proteins","Rhodotorula_mucilaginosa_TFCN_25-0-2E333-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0242187877622967,2.67677323018472,0.730586683918918,4.71100875332921,-0.000174015231051617,1.21707462850156
218,"TFCN_25-0-2E334-1","Rhodotorula_mucilaginosa_TFCN_25-0-2E334-1.proteins","Rhodotorula_mucilaginosa_TFCN_25-0-2E334-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0149178989303098,2.49868735669973,0.594887156528048,4.5772166268403,-0.000994619401016898,0.556572454203313
219,"DBVPG_3090","Rhodotorula_mucilaginosa_DBVPG_3090.proteins","Rhodotorula_mucilaginosa_DBVPG_3090","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.0283013847102308,2.77428702026969,0.702611790484808,4.58630854970456,0.00236546715306636,0.496050921253387
220,"DBVPG_3384","Rhodotorula_mucilaginosa_DBVPG_3384.proteins","Rhodotorula_mucilaginosa_DBVPG_3384","Rhodotorula mucilaginosa","Italy","plant","Rhodotorula mucilaginosa",-0.0156383134811903,2.78553373652772,0.540825914915626,4.55769001203795,0.000506810171718947,0.542123360917634
221,"DBVPG_3772","Rhodotorula_dairenensis_DBVPG_3772.proteins","Rhodotorula_dairenensis_DBVPG_3772","Rhodotorula dairenensis","Italy","soil","Rhodotorula dairenensis",-0.0128070736606624,2.75110682223905,0.329616911398407,4.56771450976755,0.00202237093465908,0.473976061705626
222,"DBVPG_3856","Rhodotorula_mucilaginosa_DBVPG_3856.proteins","Rhodotorula_mucilaginosa_DBVPG_3856","Rhodotorula mucilaginosa","Italy","plant","Rhodotorula mucilaginosa",-0.0263533783390825,2.48208093573367,0.414053907125959,4.31931543478511,-0.00280211302703265,0.411176222213367
223,"DBVPG_4304","Rhodotorula_mucilaginosa_DBVPG_4304.proteins","Rhodotorula_mucilaginosa_DBVPG_4304","Rhodotorula mucilaginosa","Italy","unknown","Rhodotorula mucilaginosa",-0.0182984623158782,2.67940139214879,0.476705886338936,4.60876089170282,-0.000748810843017758,0.651157489915292
224,"DBVPG_4531","Rhodotorula_taiwanensis_DBVPG_4531.proteins","Rhodotorula_taiwanensis_DBVPG_4531","Rhodotorula taiwanensis","Italy","plant","Rhodotorula taiwanensis",-0.0504369393705351,2.87449108960301,0.714256406614116,3.68860158081531,0.0559053093155351,0.632264215217465
225,"DBVPG_4947","Rhodotorula_mucilaginosa_DBVPG_4947.proteins","Rhodotorula_mucilaginosa_DBVPG_4947","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.0213118482932181,2.42766134814398,0.820963039975428,4.68043828815074,0.00600761612328775,0.42333771434964
227,"TFCN_25-334Y-6","Rhodotorula_mucilaginosa_TFCN_25-334Y-6.proteins","Rhodotorula_mucilaginosa_TFCN_25-334Y-6","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0493742087284576,2.74824633103417,0.836121441327568,4.35566372574165,-0.0023939854980859,0.465342841983443
228,"DBVPG_3235","Rhodotorula_mucilaginosa_DBVPG_3235.proteins","Rhodotorula_mucilaginosa_DBVPG_3235","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.00996183594688524,2.24797268894058,0.311065506507308,4.49174762663563,-0.0016439140732274,0.429565326589468
229,"DBVPG_3442","Rhodotorula_mucilaginosa_DBVPG_3442.proteins","Rhodotorula_mucilaginosa_DBVPG_3442","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.0171506955970367,2.46756500928376,0.373559120879147,4.52626200393565,0.00142819150547659,0.353678924874196
230,"DBVPG_3773","Rhodotorula_dairenensis_DBVPG_3773.proteins","Rhodotorula_dairenensis_DBVPG_3773","Rhodotorula dairenensis","Italy","soil","Rhodotorula dairenensis",0.0066204335493959,1.81497782699442,0.0159047360437696,4.20980377689222,0.000451538795124731,0.337188759909775
231,"DBVPG_3857","Rhodotorula_mucilaginosa_DBVPG_3857.proteins","Rhodotorula_mucilaginosa_DBVPG_3857","Rhodotorula mucilaginosa","Italy","plant","Rhodotorula mucilaginosa",-0.0199556532047372,2.80345480193253,0.60406470155105,4.71014116355354,-0.000432598250884334,0.825463709209779
232,"DBVPG_4376","Rhodotorula_mucilaginosa_DBVPG_4376.proteins","Rhodotorula_mucilaginosa_DBVPG_4376","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.0188736886734646,2.43849167122208,0.583946392343308,4.40389796149884,-0.0030443444114454,0.483994300306029
233,"DBVPG_4534","Rhodotorula_mucilaginosa_DBVPG_4534.proteins","Rhodotorula_mucilaginosa_DBVPG_4534","Rhodotorula mucilaginosa","Italy","sand","Rhodotorula mucilaginosa",-0.0295805090425034,2.43160571830396,0.486605568245506,4.43071990168355,-0.00318796481443614,0.581803186250355
234,"DBVPG_4949","Rhodotorula_mucilaginosa_DBVPG_4949.proteins","Rhodotorula_mucilaginosa_DBVPG_4949","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.00379471372795882,2.3429851298999,0.0392111858079223,4.56039739391279,0.0372409409673534,0.389544614098566
235,"TFCN_209-6-1","Rhodotorula_mucilaginosa_TFCN_209-6-1.proteins","Rhodotorula_mucilaginosa_TFCN_209-6-1","Rhodotorula mucilaginosa","China","marsh_tidalflat","Rhodotorula mucilaginosa",-0.0396011963497914,2.81091321412628,0.617924713566636,4.38842053900691,-0.00434393642628863,0.433387739558384
236,"TFCN_209-6-12","Rhodotorula_mucilaginosa_TFCN_209-6-12.proteins","Rhodotorula_mucilaginosa_TFCN_209-6-12","Rhodotorula mucilaginosa","China","","Rhodotorula mucilaginosa",-0.0100986879170399,2.50900473087051,0.458817497126249,4.62116896988176,0.000255713567890962,0.721298389934246
237,"DBVPG_3237","Rhodotorula_mucilaginosa_DBVPG_3237.proteins","Rhodotorula_mucilaginosa_DBVPG_3237","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.0112423016743112,2.50882567756061,0.512576105681719,4.60355162031696,0.000720930171366177,0.869878131604576
238,"DBVPG_3443","Rhodotorula_mucilaginosa_DBVPG_3443.proteins","Rhodotorula_mucilaginosa_DBVPG_3443","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.0146016439399965,2.76251696626379,0.455564841478025,4.54220409935672,-0.00123083842565214,0.423715495347812
239,"DBVPG_3774","Rhodotorula_mucilaginosa_DBVPG_3774.proteins","Rhodotorula_mucilaginosa_DBVPG_3774","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.0319279022359596,2.05220893825603,0.468204949045755,4.27375669433883,-0.0296001892448899,0.301270990917738
240,"DBVPG_3858","Rhodotorula_mucilaginosa_DBVPG_3858.proteins","Rhodotorula_mucilaginosa_DBVPG_3858","Rhodotorula mucilaginosa","Italy","insect","Rhodotorula mucilaginosa",-0.0083495505112787,2.56257803789036,0.40378424311414,4.63584743611103,2.48338977566197e-05,0.432381960474283
241,"DBVPG_4377","Rhodotorula_mucilaginosa_DBVPG_4377.proteins","Rhodotorula_mucilaginosa_DBVPG_4377","Rhodotorula mucilaginosa","Italy","marine","Rhodotorula mucilaginosa",-0.0251340639657111,2.44896211751863,0.265380963011372,4.49123915503483,0.0129159109932522,0.644905399271009
242,"DBVPG_4610","Rhodotorula_paludigena_DBVPG_4610.proteins","Rhodotorula_paludigena_DBVPG_4610","Rhodotorula paludigena","Italy","plant",NA,NA,NA,NA,NA,NA,NA
243,"DBVPG_4950","Rhodotorula_mucilaginosa_DBVPG_4950.proteins","Rhodotorula_mucilaginosa_DBVPG_4950","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.020668684585331,2.12534144052143,0.624759486654515,4.43069483876782,0.00355842086545764,0.621317614673446
245,"DBVPG_5227","Rhodotorula_mucilaginosa_DBVPG_5227.proteins","Rhodotorula_mucilaginosa_DBVPG_5227","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0207416560965366,2.54538986215177,0.650024502356657,4.49193241803317,-0.00585720085425895,0.353859476891748
246,"DBVPG_6091","Rhodotorula_mucilaginosa_DBVPG_6091.proteins","Rhodotorula_mucilaginosa_DBVPG_6091","Rhodotorula mucilaginosa","Italy","insect","Rhodotorula mucilaginosa",-0.0268566842391907,2.60724928184511,0.870024030448484,4.60796403829096,-0.0017014191637138,0.444512194911464
247,"DBVPG_6739","Rhodotorula_toruloides_DBVPG_6739.proteins","Rhodotorula_toruloides_DBVPG_6739","Rhodotorula toruloides","Italy","soil","Rhodotorula toruloides",-0.0424022061040935,2.24936475651133,0.659447297486983,4.22829473170077,0.0251871442582119,-0.156297026396432
248,"DBVPG_7947","Rhodotorula_sp._clade_XIII_DBVPG_7947.proteins","Rhodotorula_sp._clade_XIII_DBVPG_7947","Rhodotorula sp. clade XIII","Italy","soil","Rhodotorula sp. clade XIII",-0.0369381429475673,1.68766820237028,0.572533730659061,4.22803746314925,0.0517713468015075,0.301630114062877
249,"DBVPG_3236","Rhodotorula_mucilaginosa_DBVPG_3236.proteins","Rhodotorula_mucilaginosa_DBVPG_3236","Rhodotorula mucilaginosa","Italy","food",NA,NA,NA,NA,NA,NA,NA
250,"DBVPG_7316","Rhodotorula_paludigena_DBVPG_7316.proteins","Rhodotorula_paludigena_DBVPG_7316","Rhodotorula paludigena","Italy","marsh_tidalflat","Rhodotorula paludigena",-0.0173600469430681,2.20143552252143,0.622788055364131,4.34353344524658,-0.00336720891114732,0.330489216475677
252,"TFCN_48D-10","Rhodotorula_paludigena_TFCN_48D-10.proteins","Rhodotorula_paludigena_TFCN_48D-10","","","marsh_tidalflat",NA,NA,NA,NA,NA,NA,NA
253,"DBVPG_4956","Rhodotorula_mucilaginosa_DBVPG_4956.proteins","Rhodotorula_mucilaginosa_DBVPG_4956","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0170449014803531,2.59879158828647,0.705527673197258,4.52489324752105,-0.00302079229472204,0.459755672266156
254,"DBVPG_5228","Rhodotorula_mucilaginosa_DBVPG_5228.proteins","Rhodotorula_mucilaginosa_DBVPG_5228","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0471628466957069,2.81718616230493,0.901974148946849,4.52775272518122,-0.000485792274150399,0.580431978372008
255,"DBVPG_6093","Rhodotorula_mucilaginosa_DBVPG_6093.proteins","Rhodotorula_mucilaginosa_DBVPG_6093","Rhodotorula mucilaginosa","Italy","unknown","Rhodotorula mucilaginosa",-0.0336925911792228,2.51160976733865,0.759922316852907,4.26719921830853,0.00398716820878244,0.39864782581995
256,"DBVPG_6742","Rhodotorula_mucilaginosa_DBVPG_6742.proteins","Rhodotorula_mucilaginosa_DBVPG_6742","Rhodotorula mucilaginosa","Italy","unknown","Rhodotorula mucilaginosa",-0.0187322878151228,2.69091822690935,0.487301442256462,4.58986883530612,0.000175236843627642,0.634582792884054
257,"DBVPG_8043","Rhodotorula_mucilaginosa_DBVPG_8043.proteins","Rhodotorula_mucilaginosa_DBVPG_8043","Rhodotorula mucilaginosa","Italy","water","Rhodotorula mucilaginosa",-0.018865077343539,2.69025853026568,0.476171381554809,4.5944716440974,-6.62545755721815e-05,0.661454411691615
262,"DBVPG_4957","Rhodotorula_mucilaginosa_DBVPG_4957.proteins","Rhodotorula_mucilaginosa_DBVPG_4957","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0452218740412849,2.7896980512276,0.646681221683024,4.28421174598829,0.0150526114425567,0.442148767585025
263,"DBVPG_5229","Rhodotorula_mucilaginosa_DBVPG_5229.proteins","Rhodotorula_mucilaginosa_DBVPG_5229","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0311696055344961,2.70789747798604,0.902112151155263,4.48371404906552,0.00449087037366954,0.388319256336236
265,"DBVPG_6743","Rhodotorula_mucilaginosa_DBVPG_6743.proteins","Rhodotorula_mucilaginosa_DBVPG_6743","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0314239708519943,2.66013111171534,0.784379768299538,4.55337936113184,-0.00450867065380879,0.417047551511729
266,"DBVPG_8058","Rhodotorula_sp._clade_I_DBVPG_8058.proteins","Rhodotorula_sp._clade_I_DBVPG_8058","Rhodotorula sp. clade I","Italy","food","Rhodotorula sp. clade I",-0.0287075333816483,2.66027269054607,0.753217072050958,4.56287774548442,-0.00269218228232002,0.377126377807549
268,"DBVPG_10842","Rhodotorula_mucilaginosa_DBVPG_10842.proteins","Rhodotorula_mucilaginosa_DBVPG_10842","Rhodotorula mucilaginosa","Italy","snow_ice","Rhodotorula mucilaginosa",-0.00579210956537056,2.27405880928051,0.260066945103143,4.45411056002326,0.000206629331864881,0.351248061009347
271,"DBVPG_4958","Rhodotorula_mucilaginosa_DBVPG_4958.proteins","Rhodotorula_mucilaginosa_DBVPG_4958","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0377415888143044,2.73402044239391,0.828793822511907,4.36808127197697,0.00173232046361224,0.360567299081949
272,"DBVPG_5235","Rhodotorula_mucilaginosa_DBVPG_5235.proteins","Rhodotorula_mucilaginosa_DBVPG_5235","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.029307378609451,2.57910113624409,0.884982288941752,4.5342836103389,0.00686741721667845,0.350097150225826
273,"DBVPG_6121","Rhodotorula_toruloides_DBVPG_6121.proteins","Rhodotorula_toruloides_DBVPG_6121","Rhodotorula toruloides","Italy","air_cloud","Rhodotorula toruloides",-0.0147420024678153,2.60915506227097,0.597660821216024,4.63087127871195,-0.000171316745113423,0.407717105314019
274,"DBVPG_6803","Rhodotorula_mucilaginosa_DBVPG_6803.proteins","Rhodotorula_mucilaginosa_DBVPG_6803","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0067759720388218,2.20842885714769,0.150755482824887,4.42952672248563,0.0317942157740632,0.303043757201648
275,"DBVPG_10075","Cystobasidium_sp._DBVPG_10075.proteins","Cystobasidium_sp._DBVPG_10075","Cystobasidium sp.","Italy","soil","Cystobasidium sp.",-0.00681568039631239,2.21539915565747,0.184247346678966,NA,NA,0.330835345235638
276,"DBVPG_3778","Rhodotorula_mucilaginosa_DBVPG_3778.proteins","Rhodotorula_mucilaginosa_DBVPG_3778","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0186728618714209,2.5772212654887,0.608903818702734,4.54409206310922,0.00221798535406943,0.427608860047178
277,"DBVPG_10882","Rhodotorula_mucilaginosa_DBVPG_10882.proteins","Rhodotorula_mucilaginosa_DBVPG_10882","Rhodotorula mucilaginosa","Italy","rock","Rhodotorula mucilaginosa",-0.00696221555203375,2.05171042243247,0.0391768794482088,4.21530711530985,0.00406087005580538,0.518314728717081
280,"DBVPG_4962","Rhodotorula_mucilaginosa_DBVPG_4962.proteins","Rhodotorula_mucilaginosa_DBVPG_4962","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0230229675927117,2.67571041530412,0.773086305543502,4.51776703006019,0.00247082730685916,0.370208868845403
281,"DBVPG_5236","Rhodotorula_mucilaginosa_DBVPG_5236.proteins","Rhodotorula_mucilaginosa_DBVPG_5236","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0155953632745267,2.57701944057647,0.517702489243236,4.45962095596596,-0.0187412299021442,0.446971251407748
282,"DBVPG_6195","Rhodotorula_diobovata_DBVPG_6195.proteins","Rhodotorula_diobovata_DBVPG_6195","Rhodotorula diobovata","Italy","marine","Rhodotorula diobovata",-0.0358088770207348,2.56310653243489,0.558487890528166,4.26683483866127,0.000331086739260496,0.396177047915013
283,"DBVPG_7019","Rhodotorula_mucilaginosa_DBVPG_7019.proteins","Rhodotorula_mucilaginosa_DBVPG_7019","Rhodotorula mucilaginosa","Italy","unknown","Rhodotorula mucilaginosa",-0.0112620025958132,2.50768088908173,0.613557000115481,4.22000837387082,0.00780667710764752,0.360994010366997
284,"DBVPG_10753","Rhodotorula_kratochvilovae_DBVPG_10753.proteins","Rhodotorula_kratochvilovae_DBVPG_10753","Rhodotorula kratochvilovae","Italy","built env","Rhodotorula kratochvilovae",-0.0221517957152863,2.22220625066153,0.210868917488752,3.88275360414037,-0.000101650081152127,0.109117148733423
285,"DBVPG_3780","Rhodotorula_mucilaginosa_DBVPG_3780.proteins","Rhodotorula_mucilaginosa_DBVPG_3780","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0257957791950284,2.545897249478,0.424545638815744,4.50470492775496,0.00531327376189217,0.436894960738166
286,"DBVPG_10886","Rhodotorula_mucilaginosa_DBVPG_10886.proteins","Rhodotorula_mucilaginosa_DBVPG_10886","Rhodotorula mucilaginosa","Italy","rock","Rhodotorula mucilaginosa",-0.0242246106063339,2.64024455641775,0.929764144178685,4.34696553395371,-0.00353807334527293,0.50169680088717
289,"DBVPG_4963","Rhodotorula_mucilaginosa_DBVPG_4963.proteins","Rhodotorula_mucilaginosa_DBVPG_4963","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0315556329489718,2.73864156918985,0.693202881255162,4.56580627307986,0.00157274168644976,0.479429228774453
290,"DBVPG_5757","Rhodotorula_mucilaginosa_DBVPG_5757.proteins","Rhodotorula_mucilaginosa_DBVPG_5757","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0280438167194665,2.41406383924932,0.480954331941613,4.37863148071112,0.000610511504660703,0.356511436920971
291,"DBVPG_6202","Rhodotorula_diobovata_DBVPG_6202.proteins","Rhodotorula_diobovata_DBVPG_6202","Rhodotorula diobovata","Italy","marine","Rhodotorula diobovata",-0.024924890666603,2.50322321655722,0.281180203667732,4.40048420752798,0.0415454660935687,0.0655787468583353
292,"DBVPG_7021","Rhodotorula_graminis_DBVPG_7021.proteins","Rhodotorula_graminis_DBVPG_7021","Rhodotorula graminis","Italy","plant","Rhodotorula graminis",-0.0305211101134368,2.70090862498699,0.330238158353165,4.4280864917544,-0.132709022357501,NA
293,"DBVPG_10780","Rhodotorula_mucilaginosa_DBVPG_10780.proteins","Rhodotorula_mucilaginosa_DBVPG_10780","Rhodotorula mucilaginosa","Italy","snow_ice","Rhodotorula mucilaginosa",-0.0289474415059213,2.75288080334237,0.893298124387629,4.29067989182223,0.00422372453178915,0.446297183262948
294,"DBVPG_6083","Rhodotorula_graminis_DBVPG_6083.proteins","Rhodotorula_graminis_DBVPG_6083","Rhodotorula graminis","Italy","plant","Rhodotorula graminis",-0.03172455540197,2.4079156805807,0.404521086385908,4.23120914005063,-0.0121574021891616,0.593108497999164
295,"DBVPG_10937","Rhodotorula_mucilaginosa_DBVPG_10937.proteins","Rhodotorula_mucilaginosa_DBVPG_10937","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.0329642249235244,2.71429146072198,0.49273525521483,4.50920801550822,-0.00951328476302672,0.480832629138294
298,"DBVPG_4964","Rhodotorula_mucilaginosa_DBVPG_4964.proteins","Rhodotorula_mucilaginosa_DBVPG_4964","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0324806049175161,2.71393686758292,0.603718978560567,4.41975683648087,-0.00320065554302273,0.174294331863949
299,"DBVPG_5758","Rhodotorula_mucilaginosa_DBVPG_5758.proteins","Rhodotorula_mucilaginosa_DBVPG_5758","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0348053311318932,2.37212336707648,0.792212306759786,4.34806697122545,0.00606919563306822,0.439531586659522
300,"DBVPG_6593","Rhodotorula_mucilaginosa_DBVPG_6593.proteins","Rhodotorula_mucilaginosa_DBVPG_6593","Rhodotorula mucilaginosa","Italy","unknown","Rhodotorula mucilaginosa",-0.0194136004311341,2.43864599369552,0.185860293379114,4.56101876520028,0.0101891663825299,0.377818182083761
301,"DBVPG_7323","Rhodotorula_paludigena_DBVPG_7323.proteins","Rhodotorula_paludigena_DBVPG_7323","Rhodotorula paludigena","Italy","marsh_tidalflat","Rhodotorula paludigena",-0.0288802599368808,2.54184863248142,0.423772220970242,4.11573225206145,-0.0335066014645998,0.216277879175549
302,"DBVPG_10348","Rhodotorula_sp._clade_XI_DBVPG_10348.proteins","Rhodotorula_sp._clade_XI_DBVPG_10348","Rhodotorula sp. clade XI","Italy","soil","Rhodotorula sp. clade XI",-0.00397984817608166,2.05734249539967,0.0147425902059092,4.4133293145858,-0.00944377014024629,0.0923646260974293
303,"DBVPG_6092","Rhodotorula_mucilaginosa_DBVPG_6092.proteins","Rhodotorula_mucilaginosa_DBVPG_6092","Rhodotorula mucilaginosa","Italy","unknown","Rhodotorula mucilaginosa",-0.0129091148067177,2.43379004906381,0.300519017174547,4.39803106437941,0.00447181519882269,0.352279037443858
307,"DBVPG_5225","Rhodotorula_mucilaginosa_DBVPG_5225.proteins","Rhodotorula_mucilaginosa_DBVPG_5225","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0244426031381525,2.58920617874007,0.550212480541117,4.58286158541399,0.00432283384946805,0.199486815731681
308,"DBVPG_5759","Rhodotorula_mucilaginosa_DBVPG_5759.proteins","Rhodotorula_mucilaginosa_DBVPG_5759","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0324979293464764,2.40595383177131,0.68458398420326,4.38150559056085,-0.0108101955943169,0.51882929379705
