Index,Strain ID,Strain Name,Strain,Species,Origin,Environment,Run Number,Library Plate,Configuration,Well position,Incubation Temp (°C),Time stamped,Media
344,96.0,152A-4 BY32-B2,TFCN_152A-4,Rhodotorula toruloides,China,marsh_tidalflat,355.0,2.0,1.0,9.0,30.0,,YPDN
345,97.0,17-332P-1 BY115-D6,TFCN_17-332P-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,10.0,30.0,,YPDN
346,98.0,4M-1-4 BY8-F4,TFCN_4M-1-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,12.0,30.0,,YPDN
347,99.0,102C-1,TFCN_102C-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,13.0,30.0,,YPDN
348,100.0,404D-1 BY123-F4,TFCN_404D-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,14.0,30.0,,YPDN
349,101.0,86C-10 BY34-B2,TFCN_86C-10,Rhodotorula sphaerocarpa,China,marsh_tidalflat,355.0,2.0,1.0,15.0,30.0,,YPDN
350,102.0,342-2 BY110-A2,TFCN_342-2,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,1.0,16.0,30.0,,YPDN
351,103.0,48A-10,TFCN_48A-10,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,1.0,17.0,30.0,,YPDN
352,104.0,213-6-2 BY42-B6,TFCN_213-6-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,18.0,30.0,,YPDN
353,105.0,152C-6 BY32-G3,TFCN_152C-6,Rhodotorula taiwanensis,China,marsh_tidalflat,355.0,2.0,1.0,19.0,30.0,,YPDN
354,106.0,273H-1 BY113-C3,TFCN_273H-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,20.0,30.0,,YPDN
355,107.0,209-6-4 BY42-I9,TFCN_209-6-4,Rhodotorula mucilaginosa,China,,355.0,2.0,1.0,22.0,30.0,,YPDN
356,108.0,25-332M-2 BY119-E2,TFCN_25-332M-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,23.0,30.0,,YPDN
357,109.0,98C-8,TFCN_98C-8,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,24.0,30.0,,YPDN
358,110.0,25-333D-1 BY120-B3,TFCN_25-333D-1,Rhodotorula sp. clade I,China,marsh_tidalflat,355.0,2.0,1.0,25.0,30.0,,YPDN
359,111.0,25-335C-1 BY120-B5,TFCN_25-335C-1,Rhodotorula diobovata,China,marsh_tidalflat,355.0,2.0,1.0,26.0,30.0,,YPDN
360,112.0,17-328P-3 BY116-C2,TFCN_17-328P-3,Rhodotorula sp. clade I,China,marsh_tidalflat,355.0,2.0,1.0,27.0,30.0,,YPDN
361,113.0,54D-2,TFCN_54D-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,28.0,30.0,,YPDN
362,114.0,152D-6 BY32-D4,TFCN_152D-6,Rhodotorula toruloides,China,marsh_tidalflat,355.0,2.0,1.0,29.0,30.0,,YPDN
363,115.0,25-0-2E332-1 BY119-E3,TFCN_25-0-2E332-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,30.0,30.0,,YPDN
364,116.0,BY120-C1 (BY120-C7) 25-0-2E333-9,TFCN_25-0-2E333-9,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,32.0,30.0,,YPDN
365,117.0,17-0-2E334-10 BY116-C8,TFCN_17-0-2E334-10,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,33.0,30.0,,YPDN
366,118.0,357-1 BY110-F4,TFCN_357-1,Rhodotorula taiwanensis,China,marsh_tidalflat,355.0,2.0,1.0,35.0,30.0,,YPDN
367,119.0,17-328C-3 BY117-D1,TFCN_17-328C-3,Rhodotorula sp. clade I,China,marsh_tidalflat,355.0,2.0,1.0,36.0,30.0,,YPDN
368,120.0,17-334Y-6 BY116-F9,TFCN_17-334Y-6,Rhodotorula diobovata,China,marsh_tidalflat,355.0,2.0,1.0,37.0,30.0,,YPDN
369,121.0,25-333P-5 BY120-H3,TFCN_25-333P-5,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,1.0,38.0,30.0,,YPDN
370,122.0,222A-2 BY37-G8,TFCN_222A-2,Rhodotorula sp. clade I,China,marsh_tidalflat,355.0,2.0,1.0,39.0,30.0,,YPDN
371,123.0,25-333Y-2 BY120-G4,TFCN_25-333Y-2,Rhodotorula sp. clade I,China,marsh_tidalflat,355.0,2.0,1.0,40.0,30.0,,YPDN
372,124.0,98A-10,TFCN_98A-10,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,41.0,30.0,,YPDN
373,125.0,17-334D-6 BY115-E2,TFCN_17-334D-6,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,42.0,30.0,,YPDN
374,126.0,17-0-2E334-4 BY116-G7,TFCN_17-0-2E334-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,43.0,30.0,,YPDN
375,127.0,363-1-2 BY110-A6,TFCN_363-1-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,45.0,30.0,,YPDN
376,128.0,17-0-2E329-4 BY115-C8,TFCN_17-0-2E329-4,Rhodotorula graminis,China,marsh_tidalflat,355.0,2.0,1.0,46.0,30.0,,YPDN
377,129.0,25-0-2E333-7 BY120-A7,TFCN_25-0-2E333-7,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,47.0,30.0,,YPDN
378,130.0,25-335Y-1 BY120-I4,TFCN_25-335Y-1,Rhodotorula mucilaginosa,China,,355.0,2.0,1.0,48.0,30.0,,YPDN
379,131.0,213-6-4 BY42-C6,TFCN_213-6-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,49.0,30.0,,YPDN
380,133.0,98C-3,TFCN_98C-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,50.0,30.0,,YPDN
381,134.0,17-333D-2 BY115-E6,TFCN_17-333D-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,51.0,30.0,,YPDN
382,135.0,17-332C-2 BY115-H4,TFCN_17-332C-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,52.0,30.0,,YPDN
383,136.0,86A-6 BY34-A7,TFCN_86A-6,Rhodotorula sphaerocarpa,China,marsh_tidalflat,355.0,2.0,1.0,53.0,30.0,,YPDN
384,137.0,0520-4-2-2 BY53-D9,TFCN_0520-4-2-2,Rhodotorula taiwanensis,China,marsh_tidalflat,355.0,2.0,1.0,55.0,30.0,,YPDN
385,138.0,49A-1,TFCN_49A-1,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,1.0,56.0,30.0,,YPDN
386,139.0,25-333D-5 BY120-H7,TFCN_25-333D-5,Rhodotorula sp. clade I,China,,355.0,2.0,1.0,57.0,30.0,,YPDN
387,140.0,86C-7 BY34-I1,TFCN_86C-7,Rhodotorula sp. clade I,China,marsh_tidalflat,355.0,2.0,1.0,58.0,30.0,,YPDN
388,141.0,152C-2 BY32-C3,TFCN_152C-2,Rhodotorula toruloides,China,marsh_tidalflat,355.0,2.0,1.0,59.0,30.0,,YPDN
389,142.0,98D-9 BY31-F3,TFCN_98D-9,Rhodotorula mucilaginosa,China,,355.0,2.0,1.0,60.0,30.0,,YPDN
390,143.0,17-325D-4 BY116-C4,TFCN_17-325D-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,61.0,30.0,,YPDN
391,144.0,17-332P-2 BY117-G8,TFCN_17-332P-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,62.0,30.0,,YPDN
392,145.0,54D-1,TFCN_54D-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,63.0,30.0,,YPDN
393,146.0,86A-12 BY34-E7,TFCN_86A-12,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,66.0,30.0,,YPDN
394,147.0,48C-3,TFCN_48C-3,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,1.0,67.0,30.0,,YPDN
395,148.0,342-3 BY110_B2,TFCN_342-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,68.0,30.0,,YPDN
396,149.0,86A-8 BY35-H3,TFCN_86A-8,Rhodotorula sphaerocarpa,China,marsh_tidalflat,355.0,2.0,1.0,69.0,30.0,,YPDN
397,150.0,152C-5 BY32-F3,TFCN_152C-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,70.0,30.0,,YPDN
398,151.0,98D-7 BY31-E3,TFCN_98D-7,Rhodotorula mucilaginosa,China,,355.0,2.0,1.0,71.0,30.0,,YPDN
399,152.0,25-337M-3 BY119-F9,TFCN_25-337M-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,72.0,30.0,,YPDN
400,153.0,25-0-2E333-5 BY120-E4,TFCN_25-0-2E333-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,73.0,30.0,,YPDN
401,155.0,0520-4-2-1 BY53-C9,TFCN_0520-4-2-1,Rhodotorula taiwanensis,China,marsh_tidalflat,355.0,2.0,1.0,74.0,30.0,,YPDN
402,156.0,48A-2,TFCN_48A-2,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,1.0,76.0,30.0,,YPDN
403,157.0,1A-1-2,TFCN_1A-1-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,77.0,30.0,,YPDN
404,158.0,152A-1 BY32-H1,TFCN_152A-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,78.0,30.0,,YPDN
405,159.0,152A-5 BY32-C2,TFCN_152A-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,79.0,30.0,,YPDN
406,161.0,102D-2,TFCN_102D-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,80.0,30.0,,YPDN
407,162.0,25-327D-1 BY119-D5,TFCN_25-327D-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,81.0,30.0,,YPDN
408,163.0,17-334Y-5 BY116-E9,TFCN_17-334Y-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,82.0,30.0,,YPDN
409,164.0,17-334C-1 BY117-A6,TFCN_17-334C-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,83.0,30.0,,YPDN
410,165.0,17-332Y-1 BY115-H5,,,,,355.0,2.0,1.0,84.0,30.0,,YPDN
411,166.0,3238,DBVPG_3238,Rhodotorula mucilaginosa,Italy,food,355.0,2.0,1.0,86.0,30.0,,YPDN
412,167.0,3444,DBVPG_3444,Rhodotorula mucilaginosa,Italy,food,355.0,2.0,1.0,87.0,30.0,,YPDN
413,168.0,3775,DBVPG_3775,Rhodotorula mucilaginosa,Italy,soil,355.0,2.0,1.0,88.0,30.0,,YPDN
414,169.0,3983,DBVPG_3983,Rhodotorula mucilaginosa,Italy,cave,355.0,2.0,1.0,89.0,30.0,,YPDN
415,170.0,4378,DBVPG_4378,Rhodotorula mucilaginosa,Italy,food,355.0,2.0,1.0,90.0,30.0,,YPDN
416,171.0,4618,DBVPG_4618,Rhodotorula mucilaginosa,Italy,soil,355.0,2.0,1.0,91.0,30.0,,YPDN
417,172.0,106A-1,TFCN_106A-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,92.0,30.0,,YPDN
418,173.0,17-334P-4 BY115-A2,,,,,355.0,2.0,1.0,93.0,30.0,,YPDN
419,174.0,17-0-2E337-3 BY117-H4,TFCN_17-0-2E337-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,1.0,94.0,30.0,,YPDN
420,175.0,3239,DBVPG_3239,Rhodotorula mucilaginosa,Italy,food,355.0,2.0,1.0,96.0,30.0,,YPDN
421,88.0,152C-3 BY32-D3,TFCN_152C-3,Rhodotorula toruloides,China,,355.0,2.0,2.0,77.0,30.0,,YPDN
422,89.0,4M-1-5 BY8-G4,TFCN_4M-1-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,19.0,30.0,,YPDN
423,91.0,25-335P-1 BY120-A5,TFCN_25-335P-1,Rhodotorula diobovata,China,marsh_tidalflat,355.0,2.0,2.0,47.0,30.0,,YPDN
424,92.0,S22D-1  BY38-D8,TFCN_S22D-1,Rhodotorula taiwanensis,China,marsh_tidalflat,355.0,2.0,2.0,69.0,30.0,,YPDN
425,93.0,48D-10,TFCN_48D-10,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,2.0,59.0,30.0,,YPDN
426,94.0,48D-4,TFCN_48D-4,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,2.0,92.0,30.0,,YPDN
427,95.0,86A-3 BY34-G6,TFCN_86A-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,24.0,30.0,,YPDN
428,96.0,152A-4 BY32-B2,TFCN_152A-4,Rhodotorula toruloides,China,marsh_tidalflat,355.0,2.0,2.0,22.0,30.0,,YPDN
429,97.0,17-332P-1 BY115-D6,TFCN_17-332P-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,72.0,30.0,,YPDN
430,98.0,4M-1-4 BY8-F4,TFCN_4M-1-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,37.0,30.0,,YPDN
431,99.0,102C-1,TFCN_102C-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,5.0,30.0,,YPDN
432,100.0,404D-1 BY123-F4,TFCN_404D-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,66.0,30.0,,YPDN
433,101.0,86C-10 BY34-B2,TFCN_86C-10,Rhodotorula sphaerocarpa,China,marsh_tidalflat,355.0,2.0,2.0,68.0,30.0,,YPDN
434,102.0,342-2 BY110-A2,TFCN_342-2,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,2.0,90.0,30.0,,YPDN
435,103.0,48A-10,TFCN_48A-10,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,2.0,2.0,30.0,,YPDN
436,104.0,213-6-2 BY42-B6,TFCN_213-6-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,9.0,30.0,,YPDN
437,105.0,152C-6 BY32-G3,TFCN_152C-6,Rhodotorula taiwanensis,China,marsh_tidalflat,355.0,2.0,2.0,8.0,30.0,,YPDN
438,106.0,273H-1 BY113-C3,TFCN_273H-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,84.0,30.0,,YPDN
439,107.0,209-6-4 BY42-I9,TFCN_209-6-4,Rhodotorula mucilaginosa,China,,355.0,2.0,2.0,26.0,30.0,,YPDN
440,108.0,25-332M-2 BY119-E2,TFCN_25-332M-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,81.0,30.0,,YPDN
441,109.0,98C-8,TFCN_98C-8,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,58.0,30.0,,YPDN
442,110.0,25-333D-1 BY120-B3,TFCN_25-333D-1,Rhodotorula sp. clade I,China,marsh_tidalflat,355.0,2.0,2.0,6.0,30.0,,YPDN
443,111.0,25-335C-1 BY120-B5,TFCN_25-335C-1,Rhodotorula diobovata,China,marsh_tidalflat,355.0,2.0,2.0,42.0,30.0,,YPDN
444,112.0,17-328P-3 BY116-C2,TFCN_17-328P-3,Rhodotorula sp. clade I,China,marsh_tidalflat,355.0,2.0,2.0,41.0,30.0,,YPDN
445,113.0,54D-2,TFCN_54D-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,4.0,30.0,,YPDN
446,114.0,152D-6 BY32-D4,TFCN_152D-6,Rhodotorula toruloides,China,marsh_tidalflat,355.0,2.0,2.0,67.0,30.0,,YPDN
447,115.0,25-0-2E332-1 BY119-E3,TFCN_25-0-2E332-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,76.0,30.0,,YPDN
448,116.0,BY120-C1 (BY120-C7) 25-0-2E333-9,TFCN_25-0-2E333-9,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,23.0,30.0,,YPDN
449,117.0,17-0-2E334-10 BY116-C8,TFCN_17-0-2E334-10,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,16.0,30.0,,YPDN
450,118.0,357-1 BY110-F4,TFCN_357-1,Rhodotorula taiwanensis,China,marsh_tidalflat,355.0,2.0,2.0,63.0,30.0,,YPDN
451,119.0,17-328C-3 BY117-D1,TFCN_17-328C-3,Rhodotorula sp. clade I,China,marsh_tidalflat,355.0,2.0,2.0,53.0,30.0,,YPDN
452,120.0,17-334Y-6 BY116-F9,TFCN_17-334Y-6,Rhodotorula diobovata,China,marsh_tidalflat,355.0,2.0,2.0,17.0,30.0,,YPDN
453,121.0,25-333P-5 BY120-H3,TFCN_25-333P-5,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,2.0,70.0,30.0,,YPDN
454,122.0,222A-2 BY37-G8,TFCN_222A-2,Rhodotorula sp. clade I,China,marsh_tidalflat,355.0,2.0,2.0,33.0,30.0,,YPDN
455,123.0,25-333Y-2 BY120-G4,TFCN_25-333Y-2,Rhodotorula sp. clade I,China,marsh_tidalflat,355.0,2.0,2.0,18.0,30.0,,YPDN
456,124.0,98A-10,TFCN_98A-10,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,3.0,30.0,,YPDN
457,125.0,17-334D-6 BY115-E2,TFCN_17-334D-6,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,50.0,30.0,,YPDN
458,126.0,17-0-2E334-4 BY116-G7,TFCN_17-0-2E334-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,55.0,30.0,,YPDN
459,127.0,363-1-2 BY110-A6,TFCN_363-1-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,27.0,30.0,,YPDN
460,128.0,17-0-2E329-4 BY115-C8,TFCN_17-0-2E329-4,Rhodotorula graminis,China,marsh_tidalflat,355.0,2.0,2.0,10.0,30.0,,YPDN
461,129.0,25-0-2E333-7 BY120-A7,TFCN_25-0-2E333-7,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,15.0,30.0,,YPDN
462,130.0,25-335Y-1 BY120-I4,TFCN_25-335Y-1,Rhodotorula mucilaginosa,China,,355.0,2.0,2.0,49.0,30.0,,YPDN
463,131.0,213-6-4 BY42-C6,TFCN_213-6-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,86.0,30.0,,YPDN
464,133.0,98C-3,TFCN_98C-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,45.0,30.0,,YPDN
465,134.0,17-333D-2 BY115-E6,TFCN_17-333D-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,78.0,30.0,,YPDN
466,135.0,17-332C-2 BY115-H4,TFCN_17-332C-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,57.0,30.0,,YPDN
467,136.0,86A-6 BY34-A7,TFCN_86A-6,Rhodotorula sphaerocarpa,China,marsh_tidalflat,355.0,2.0,2.0,43.0,30.0,,YPDN
468,137.0,0520-4-2-2 BY53-D9,TFCN_0520-4-2-2,Rhodotorula taiwanensis,China,marsh_tidalflat,355.0,2.0,2.0,80.0,30.0,,YPDN
469,138.0,49A-1,TFCN_49A-1,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,2.0,7.0,30.0,,YPDN
470,139.0,25-333D-5 BY120-H7,TFCN_25-333D-5,Rhodotorula sp. clade I,China,,355.0,2.0,2.0,82.0,30.0,,YPDN
471,140.0,86C-7 BY34-I1,TFCN_86C-7,Rhodotorula sp. clade I,China,marsh_tidalflat,355.0,2.0,2.0,62.0,30.0,,YPDN
472,141.0,152C-2 BY32-C3,TFCN_152C-2,Rhodotorula toruloides,China,marsh_tidalflat,355.0,2.0,2.0,30.0,30.0,,YPDN
473,142.0,98D-9 BY31-F3,TFCN_98D-9,Rhodotorula mucilaginosa,China,,355.0,2.0,2.0,88.0,30.0,,YPDN
474,143.0,17-325D-4 BY116-C4,TFCN_17-325D-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,87.0,30.0,,YPDN
475,144.0,17-332P-2 BY117-G8,TFCN_17-332P-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,40.0,30.0,,YPDN
476,145.0,54D-1,TFCN_54D-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,35.0,30.0,,YPDN
477,146.0,86A-12 BY34-E7,TFCN_86A-12,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,96.0,30.0,,YPDN
478,147.0,48C-3,TFCN_48C-3,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,2.0,25.0,30.0,,YPDN
479,148.0,342-3 BY110_B2,TFCN_342-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,56.0,30.0,,YPDN
480,149.0,86A-8 BY35-H3,TFCN_86A-8,Rhodotorula sphaerocarpa,China,marsh_tidalflat,355.0,2.0,2.0,91.0,30.0,,YPDN
481,150.0,152C-5 BY32-F3,TFCN_152C-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,20.0,30.0,,YPDN
482,151.0,98D-7 BY31-E3,TFCN_98D-7,Rhodotorula mucilaginosa,China,,355.0,2.0,2.0,14.0,30.0,,YPDN
483,152.0,25-337M-3 BY119-F9,TFCN_25-337M-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,48.0,30.0,,YPDN
484,153.0,25-0-2E333-5 BY120-E4,TFCN_25-0-2E333-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,52.0,30.0,,YPDN
485,155.0,0520-4-2-1 BY53-C9,TFCN_0520-4-2-1,Rhodotorula taiwanensis,China,marsh_tidalflat,355.0,2.0,2.0,51.0,30.0,,YPDN
486,156.0,48A-2,TFCN_48A-2,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,2.0,12.0,30.0,,YPDN
487,157.0,1A-1-2,TFCN_1A-1-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,74.0,30.0,,YPDN
488,158.0,152A-1 BY32-H1,TFCN_152A-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,79.0,30.0,,YPDN
489,159.0,152A-5 BY32-C2,TFCN_152A-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,73.0,30.0,,YPDN
490,161.0,102D-2,TFCN_102D-2,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,83.0,30.0,,YPDN
491,162.0,25-327D-1 BY119-D5,TFCN_25-327D-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,28.0,30.0,,YPDN
492,163.0,17-334Y-5 BY116-E9,TFCN_17-334Y-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,89.0,30.0,,YPDN
493,164.0,17-334C-1 BY117-A6,TFCN_17-334C-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,39.0,30.0,,YPDN
494,165.0,17-332Y-1 BY115-H5,,,,,355.0,2.0,2.0,38.0,30.0,,YPDN
495,166.0,3238,DBVPG_3238,Rhodotorula mucilaginosa,Italy,food,355.0,2.0,2.0,46.0,30.0,,YPDN
496,167.0,3444,DBVPG_3444,Rhodotorula mucilaginosa,Italy,food,355.0,2.0,2.0,93.0,30.0,,YPDN
497,168.0,3775,DBVPG_3775,Rhodotorula mucilaginosa,Italy,soil,355.0,2.0,2.0,71.0,30.0,,YPDN
498,169.0,3983,DBVPG_3983,Rhodotorula mucilaginosa,Italy,cave,355.0,2.0,2.0,60.0,30.0,,YPDN
499,170.0,4378,DBVPG_4378,Rhodotorula mucilaginosa,Italy,food,355.0,2.0,2.0,29.0,30.0,,YPDN
500,171.0,4618,DBVPG_4618,Rhodotorula mucilaginosa,Italy,soil,355.0,2.0,2.0,13.0,30.0,,YPDN
501,172.0,106A-1,TFCN_106A-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,94.0,30.0,,YPDN
502,173.0,17-334P-4 BY115-A2,,,,,355.0,2.0,2.0,36.0,30.0,,YPDN
503,174.0,17-0-2E337-3 BY117-H4,TFCN_17-0-2E337-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,2.0,32.0,30.0,,YPDN
504,175.0,3239,DBVPG_3239,Rhodotorula mucilaginosa,Italy,food,355.0,2.0,2.0,61.0,30.0,,YPDN
505,88.0,152C-3 BY32-D3,TFCN_152C-3,Rhodotorula toruloides,China,,355.0,2.0,3.0,56.0,30.0,,YPDN
506,89.0,4M-1-5 BY8-G4,TFCN_4M-1-5,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,3.0,96.0,30.0,,YPDN
507,91.0,25-335P-1 BY120-A5,TFCN_25-335P-1,Rhodotorula diobovata,China,marsh_tidalflat,355.0,2.0,3.0,2.0,30.0,,YPDN
508,92.0,S22D-1  BY38-D8,TFCN_S22D-1,Rhodotorula taiwanensis,China,marsh_tidalflat,355.0,2.0,3.0,92.0,30.0,,YPDN
509,93.0,48D-10,TFCN_48D-10,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,3.0,81.0,30.0,,YPDN
510,94.0,48D-4,TFCN_48D-4,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,3.0,12.0,30.0,,YPDN
511,95.0,86A-3 BY34-G6,TFCN_86A-3,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,3.0,37.0,30.0,,YPDN
512,96.0,152A-4 BY32-B2,TFCN_152A-4,Rhodotorula toruloides,China,marsh_tidalflat,355.0,2.0,3.0,49.0,30.0,,YPDN
513,97.0,17-332P-1 BY115-D6,TFCN_17-332P-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,3.0,26.0,30.0,,YPDN
514,98.0,4M-1-4 BY8-F4,TFCN_4M-1-4,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,3.0,58.0,30.0,,YPDN
515,99.0,102C-1,TFCN_102C-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,3.0,46.0,30.0,,YPDN
516,100.0,404D-1 BY123-F4,TFCN_404D-1,Rhodotorula mucilaginosa,China,marsh_tidalflat,355.0,2.0,3.0,9.0,30.0,,YPDN
517,101.0,86C-10 BY34-B2,TFCN_86C-10,Rhodotorula sphaerocarpa,China,marsh_tidalflat,355.0,2.0,3.0,14.0,30.0,,YPDN
518,102.0,342-2 BY110-A2,TFCN_342-2,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,3.0,53.0,30.0,,YPDN
519,103.0,48A-10,TFCN_48A-10,Rhodotorula paludigena,China,marsh_tidalflat,355.0,2.0,3.0,67.0,30.0,,YPDN
